# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
88            	smoothSolver	3.164240e-03	2.641690e-04	6	1.038230e-01	9.761600e-03	3	false	GAMG	1.601530e-01	1.222090e-03	4	true
89            	smoothSolver	3.158310e-03	2.636870e-04	6	1.030410e-01	9.531120e-03	3	false	GAMG	1.760990e-01	1.342420e-03	4	true
90            	smoothSolver	3.151600e-03	2.631070e-04	6	1.021690e-01	1.004120e-02	3	false	GAMG	1.741400e-01	1.280160e-03	4	true
91            	smoothSolver	3.145890e-03	2.626940e-04	6	9.780350e-02	8.513480e-03	3	false	GAMG	1.648550e-01	7.978330e-04	4	true
92            	smoothSolver	3.139880e-03	2.622500e-04	6	9.894780e-02	9.176400e-03	3	false	GAMG	1.642700e-01	1.623000e-03	4	true
93            	smoothSolver	3.134100e-03	2.617270e-04	6	9.588390e-02	8.743240e-03	3	false	GAMG	1.688850e-01	1.229660e-03	4	true
94            	smoothSolver	3.129080e-03	2.613070e-04	6	1.040100e-01	8.349910e-03	3	false	GAMG	1.715720e-01	1.226280e-03	4	true
95            	smoothSolver	3.123540e-03	2.608410e-04	6	1.046190e-01	8.356320e-03	3	false	GAMG	1.566480e-01	9.452940e-04	4	true
96            	smoothSolver	3.118380e-03	2.604140e-04	6	1.054010e-01	8.829220e-03	3	false	GAMG	1.494810e-01	1.151070e-03	4	true
97            	smoothSolver	3.114160e-03	2.599830e-04	6	1.004450e-01	8.534030e-03	3	false	GAMG	1.767570e-01	1.529560e-03	4	true
98            	smoothSolver	3.109400e-03	2.595810e-04	6	1.002290e-01	8.032220e-03	3	false	GAMG	1.739790e-01	1.421530e-03	4	true
99            	smoothSolver	3.104240e-03	2.591410e-04	6	1.020320e-01	7.535160e-03	3	false	GAMG	1.683420e-01	1.331360e-03	4	true
100           	smoothSolver	3.100620e-03	2.587430e-04	6	1.112530e-01	8.814730e-03	3	false	GAMG	1.808540e-01	1.326700e-03	4	true
101           	smoothSolver	3.095850e-03	2.582770e-04	6	1.164260e-01	9.528650e-03	3	false	GAMG	1.898160e-01	1.144160e-03	4	true
102           	smoothSolver	3.091590e-03	2.578720e-04	6	1.036380e-01	8.739310e-03	3	false	GAMG	1.678060e-01	1.420860e-03	4	true
103           	smoothSolver	3.087450e-03	2.574470e-04	6	1.065980e-01	9.732710e-03	3	false	GAMG	1.839100e-01	1.643090e-03	4	true
104           	smoothSolver	3.083840e-03	2.570810e-04	6	1.171510e-01	9.792900e-03	3	false	GAMG	1.900850e-01	1.697650e-03	4	true
105           	smoothSolver	3.078500e-03	2.566420e-04	6	1.149810e-01	8.530380e-03	3	false	GAMG	1.902900e-01	1.294690e-03	4	true
106           	smoothSolver	3.074610e-03	2.562190e-04	6	1.257820e-01	9.757800e-03	3	false	GAMG	1.864020e-01	1.753770e-03	4	true
107           	smoothSolver	3.070250e-03	2.557490e-04	6	1.265090e-01	1.010900e-02	3	false	GAMG	1.845430e-01	1.675440e-03	4	true
108           	smoothSolver	3.066340e-03	2.553900e-04	6	1.188080e-01	9.058890e-03	3	false	GAMG	1.905850e-01	1.353850e-03	4	true
109           	smoothSolver	3.060790e-03	2.549180e-04	6	1.274350e-01	9.687500e-03	3	false	GAMG	2.057120e-01	1.629290e-03	4	true
110           	smoothSolver	3.058400e-03	2.545280e-04	6	1.255270e-01	9.856390e-03	3	false	GAMG	1.914900e-01	1.067280e-03	4	true
111           	smoothSolver	3.052870e-03	2.540140e-04	6	1.251450e-01	9.956110e-03	3	false	GAMG	1.948150e-01	1.836610e-03	4	true
112           	smoothSolver	3.049000e-03	2.535600e-04	6	1.298880e-01	1.065710e-02	3	false	GAMG	2.037010e-01	1.727830e-03	4	true
113           	smoothSolver	3.042850e-03	2.529960e-04	6	1.370330e-01	1.031100e-02	3	false	GAMG	2.096600e-01	1.376120e-03	5	true
114           	smoothSolver	3.037500e-03	2.524500e-04	6	1.353700e-01	1.125140e-02	3	false	GAMG	2.121290e-01	1.879850e-03	4	true
115           	smoothSolver	3.033640e-03	2.519780e-04	6	1.393680e-01	1.065290e-02	3	false	GAMG	1.948870e-01	1.618770e-03	4	true
116           	smoothSolver	3.028250e-03	2.514490e-04	6	1.456220e-01	1.037670e-02	3	false	GAMG	1.929620e-01	1.276530e-03	4	true
117           	smoothSolver	3.024170e-03	2.509860e-04	6	1.585200e-01	1.120240e-02	3	false	GAMG	2.014610e-01	1.875480e-03	4	true
118           	smoothSolver	3.017970e-03	2.503960e-04	6	1.536230e-01	1.130560e-02	3	false	GAMG	2.294580e-01	1.814520e-03	4	true
119           	smoothSolver	3.012290e-03	2.498830e-04	6	1.496220e-01	1.240190e-02	3	false	GAMG	2.295260e-01	2.119270e-03	4	true
120           	smoothSolver	3.008530e-03	2.493700e-04	6	1.552980e-01	9.401530e-03	3	false	GAMG	2.216530e-01	1.761060e-03	4	true
121           	smoothSolver	3.002970e-03	2.488360e-04	6	1.677910e-01	1.017390e-02	3	false	GAMG	2.228880e-01	1.368710e-03	4	true
122           	smoothSolver	2.997620e-03	2.483430e-04	6	1.684470e-01	1.200360e-02	3	false	GAMG	2.034760e-01	1.606540e-03	4	true
123           	smoothSolver	2.992310e-03	2.478040e-04	6	1.772930e-01	1.236050e-02	3	false	GAMG	2.239620e-01	1.775490e-03	4	true
124           	smoothSolver	2.987760e-03	2.473140e-04	6	1.697700e-01	1.445780e-02	3	false	GAMG	2.123200e-01	1.871820e-03	4	true
125           	smoothSolver	2.983120e-03	2.468550e-04	6	1.809520e-01	1.409500e-02	3	false	GAMG	2.262550e-01	1.619200e-03	4	true
126           	smoothSolver	2.975550e-03	2.461820e-04	6	1.804040e-01	1.527000e-02	3	false	GAMG	2.414850e-01	1.753520e-03	4	true
127           	smoothSolver	2.970490e-03	2.456050e-04	6	1.878610e-01	1.481320e-02	3	false	GAMG	2.118840e-01	1.554500e-03	4	true
128           	smoothSolver	2.968260e-03	2.452140e-04	6	1.850920e-01	1.412770e-02	3	false	GAMG	1.981010e-01	1.954700e-03	4	true
129           	smoothSolver	2.963520e-03	2.446950e-04	6	1.959320e-01	1.684920e-02	3	false	GAMG	2.295940e-01	2.119330e-03	5	true
130           	smoothSolver	2.956030e-03	2.439990e-04	6	1.949970e-01	1.547610e-02	3	false	GAMG	2.299130e-01	2.083650e-03	4	true
131           	smoothSolver	2.951880e-03	2.434510e-04	6	2.022770e-01	1.535410e-02	3	false	GAMG	2.303380e-01	2.055040e-03	4	true
132           	smoothSolver	2.946960e-03	2.429260e-04	6	2.040260e-01	1.574540e-02	3	false	GAMG	2.095140e-01	1.466900e-03	5	true
133           	smoothSolver	2.944150e-03	2.424390e-04	6	1.912070e-01	1.501980e-02	3	false	GAMG	2.197420e-01	1.907810e-03	4	true
134           	smoothSolver	2.936310e-03	2.417080e-04	6	2.025520e-01	1.624200e-02	3	false	GAMG	2.116290e-01	1.608840e-03	5	true
135           	smoothSolver	2.929650e-03	2.410560e-04	6	2.113020e-01	1.806720e-02	3	false	GAMG	2.103370e-01	1.138550e-03	5	true
